5393,2008-02-06,Double Jeopardy!,"FROM THE FRENCH","$2000","From the French for ""caper"", it's a curved furniture leg that often tapers to a paw","cabriole"
3202,1998-06-30,Double Jeopardy!,"ALL THUMBS","$1000","It's what the dictionary on the right is as opposed to the dictionary on the left:","thumb-indexed"
3202,1998-06-30,Double Jeopardy!,"""NATIONAL""ISM","$1000","You'll meet Dr. Johnson & James Boswell in Room 9 of this 3-word London museum","National Portrait Gallery"
3202,1998-06-30,Final Jeopardy!,"ASTRONOMY","None","It's the century during which Saturn's rings were first observed","The 17th Century (first observed by Galileo in 1610)"
5225,2007-05-04,Jeopardy!,"LET YOUR GEEK FLAG FLY","$200","Have long online discussions of how this trilogy's Legolas would fare against Batman","Lord of the Rings"
5225,2007-05-04,Jeopardy!,"REEF MADNESS","$200","This relative of the squid & cuttlefish is shy & can change its color to hide in the coral","the octopus"
5225,2007-05-04,Jeopardy!,"WHIRLED CAPITALS","$200","In South America: MAIL","Lima"
5225,2007-05-04,Jeopardy!,"WEIGHTS & MEASURES","$200","Originally, it was the area that could be plowed by a team of oxen in a morning without tiring them","an acre"
5225,2007-05-04,Jeopardy!,"I NEED A SNACK","$200","I crave a Krispy Kreme chicken sandwich: a fried chicken breast served between these","donuts"
5225,2007-05-04,Jeopardy!,"RHYME TIME","$200","It's common slang for a huge 18-wheeler","a big rig"
5225,2007-05-04,Jeopardy!,"LET YOUR GEEK FLAG FLY","$400","The truth was out there, & the geeky ""Lone Gunmen"" (there were 3) tried to help Mulder find it on this '90s drama","The X-Files"
5225,2007-05-04,Jeopardy!,"REEF MADNESS","$400","Of the main types of coral reef, this one is miles offshore with a channel between it & the mainland","a barrier reef"
5225,2007-05-04,Jeopardy!,"WHIRLED CAPITALS","$400","In Western Europe: RUBS LESS","Brussels"
5225,2007-05-04,Jeopardy!,"WEIGHTS & MEASURES","$400","A unit of commerce, it's 42 gallons of crude oil","a barrel"
5225,2007-05-04,Jeopardy!,"I NEED A SNACK","$400","I think I'll dunk my Double Stuf version of this Nabisco cookie in milk","Oreo"
5225,2007-05-04,Jeopardy!,"RHYME TIME","$400","Dirt on a 10-cent piece","dime grime"
5225,2007-05-04,Jeopardy!,"LET YOUR GEEK FLAG FLY","$600","You may wonder if Yoda disappeared after dying, why didn't Vader after dying in this 1983 film","(Star Wars Episode VI:) Return of the Jedi"
5225,2007-05-04,Jeopardy!,"REEF MADNESS","$600","The largest known living bivalve is a giant one of these reef dwellers; its shell can weigh about 300 pounds","a clam"
5225,2007-05-04,Jeopardy!,"WHIRLED CAPITALS","$600","In Northeast Asia: LOUSE","Seoul"
5225,2007-05-04,Jeopardy!,"WEIGHTS & MEASURES","$1,000","2 fathoms, the minimum safe clearance for steamboats, inspired this 19th century pen name","Mark Twain"
5225,2007-05-04,Jeopardy!,"I NEED A SNACK","$600","I'll refresh myself with tzatziki, a Greek dish made from yogurt & this green gourd","cucumbers"
5225,2007-05-04,Jeopardy!,"RHYME TIME","$600","Throw dental thread around","toss floss"
5225,2007-05-04,Jeopardy!,"LET YOUR GEEK FLAG FLY","$800","Be proud if you know ""Resistance is futile"" is the staple phrase of this ""Star Trek"" race","the Borg"
5225,2007-05-04,Jeopardy!,"REEF MADNESS","$800","The skeletons of coral polyps are made of calcium carbonate, so coral reefs are mainly this sedimentary rock","limestone"
5225,2007-05-04,Jeopardy!,"WHIRLED CAPITALS","$800","In Northern Europe: OPEN CHANGE","Copenhagen"
5225,2007-05-04,Jeopardy!,"WEIGHTS & MEASURES","$800","The Greek letter omega is the symbol for this unit of electrical resistance","the ohm"
5225,2007-05-04,Jeopardy!,"I NEED A SNACK","$800","I'm going to make Rice Krispies Treats; I've got butter, Rice Krispies & 4 cups of miniature these","marshmallows"
5225,2007-05-04,Jeopardy!,"RHYME TIME","$800","A query about the process by which food is broken down, absorbed & assimilated by the body","a digestion question"
5225,2007-05-04,Jeopardy!,"LET YOUR GEEK FLAG FLY","$1000","You could quote Princess Irulan's line ""The planet is Arrakis, also known as"" this title","Dune"
5225,2007-05-04,Jeopardy!,"REEF MADNESS","$1000","There's a fungus among us with this type of coral seen <a href=""http://www.j-archive.com/media/2007-05-04_J_25.jpg"" target=""_blank"">here</a>","mushroom coral"
5225,2007-05-04,Jeopardy!,"WHIRLED CAPITALS","$1000","A Mediterranean capital: HASTEN","Athens"
5225,2007-05-04,Jeopardy!,"WEIGHTS & MEASURES","$1000","This country once used a Cape foot, which was .314858 meters","South Africa"
5225,2007-05-04,Jeopardy!,"I NEED A SNACK","$1000","I'll have 2 of Chicken of the Sea's new Peel & Eat Cups: cajun tuna & skinless boneless pink this","salmon"
5225,2007-05-04,Jeopardy!,"RHYME TIME","$1000","Debacle following the spilling of McIlhenny's famous hot sauce","a Tabasco fiasco"
5225,2007-05-04,Double Jeopardy!,"PHYSICS","$400","""Energy is never created or destroyed"" is one way of stating the law of this ""of energy""","conservation"
5225,2007-05-04,Double Jeopardy!,"FIRST NAMES","$400","""Everybody Loves"" this first name that means ""mighty protector""","Raymond"
5225,2007-05-04,Double Jeopardy!,"AT THE MOVIES","$400","This director's films, like ""North by Northwest"", often have a wrongly accused hero","Hitchcock"
5225,2007-05-04,Double Jeopardy!,"YOU GET A D MINUS","$400","The rise & fall of ocean waters loses a D & transforms into neckwear","tide & tie"
5225,2007-05-04,Double Jeopardy!,"BIG MEN ON CAMPUS","$400","Strom Thurmond has a wellness & fitness center named for him at this school, the other USC","the University of South Carolina"
5225,2007-05-04,Double Jeopardy!,"FAMOUS TROJANS","$400","This strait entering the Aegean may be named for Troy's founder, Dardanus","the Dardanelles"
5225,2007-05-04,Double Jeopardy!,"PHYSICS","$800","In 1912 experiments by Max von Laue established that X-rays are not particles but these","waves"
5225,2007-05-04,Double Jeopardy!,"FIRST NAMES","$800","Real first name of U.S. president Grover Cleveland; it was also that of Texas pioneer Austin","Stephen"
5225,2007-05-04,Double Jeopardy!,"AT THE MOVIES","$800","Even dead-broke students should avoid staying in this title establishment of a gory 2005 film","hostel"
5225,2007-05-04,Double Jeopardy!,"YOU GET A D MINUS","$800","Mr. Roddick's first name thinks the D is passe, so out it goes & it becomes a word for ""some""","Andy & any"
5225,2007-05-04,Double Jeopardy!,"BIG MEN ON CAMPUS","$800","As a midshipman, Ross Perot was elected president--not of the U.S., but of his class at this school","the Naval Academy"
5225,2007-05-04,Double Jeopardy!,"FAMOUS TROJANS","$800","The greatest of the Trojan warriors, he's killed by the greatest of the Greek warriors","Hector"
5225,2007-05-04,Double Jeopardy!,"PHYSICS","$2,500","(<a href=""http://www.j-archive.com/media/2007-05-04_DJ_28.jpg"" target=""_blank"">Sarah of the Clue Crew performs an experiment.</a>)  I'll put a coin in the bowl, but you won't be able to see it until I pour in water, which causes <a href=""http://www.j-archive.com/media/2007-05-04_DJ_28a.jpg"" target=""_blank"">this</a>, from the Latin for ""to break""","refraction"
5225,2007-05-04,Double Jeopardy!,"FIRST NAMES","$4,000","First name of Britain's Commissioner of Works in 1856; a bell was named for him","Ben"
5225,2007-05-04,Double Jeopardy!,"AT THE MOVIES","$1200","Several cardiectomies are performed in ""Apocalypto"", set in this civilization","the Mayans"
5225,2007-05-04,Double Jeopardy!,"YOU GET A D MINUS","$1200","She's wearing her white dress, about to be married... Oh no!  No D, & she's now a soft white cheese","bride & brie"
5225,2007-05-04,Double Jeopardy!,"BIG MEN ON CAMPUS","$1200","(<a href=""http://www.j-archive.com/media/2007-05-04_DJ_23.jpg"" target=""_blank"">Jon of the Clue Crew reports from a college campus.</a>)  Luckily, spelling the name of this school's Coach Krzyzewski isn't a requirement for admission","Duke"
5225,2007-05-04,Double Jeopardy!,"FAMOUS TROJANS","$1200","<a href=""http://www.j-archive.com/media/2007-05-04_DJ_03.jpg"" target=""_blank"">Seen</a> <a href=""http://www.j-archive.com/media/2007-05-04_DJ_03a.jpg"" target=""_blank"">here</a> is Achilles slaying Penthesilea, queen of these warriors who fought for the Trojans","the Amazons"
5225,2007-05-04,Double Jeopardy!,"PHYSICS","$1600","An ""electric eye"" alarm detects a break in the beam of light not with a simple ""electric"" cell but with this type of cell","photoelectric"
5225,2007-05-04,Double Jeopardy!,"FIRST NAMES","$1600","Henry VIII married 3 women with this first name","Catherine"
5225,2007-05-04,Double Jeopardy!,"AT THE MOVIES","$1600","In this Clive Owen movie, the human race has stopped having kids","Children of Men"
5225,2007-05-04,Double Jeopardy!,"YOU GET A D MINUS","$1600","Another name for Satan, after losing a D, shows its true colors & gets truly wicked","devil & evil"
5225,2007-05-04,Double Jeopardy!,"BIG MEN ON CAMPUS","$1600","A 7-foot statue of this colonial statesman overlooks the campus of GMU, the university named for him","George Mason University"
5225,2007-05-04,Double Jeopardy!,"FAMOUS TROJANS","$1600","This son of Priam was raised as a shepherd after his mom learned in a vision he would cause the fall of Troy","Paris"
5225,2007-05-04,Double Jeopardy!,"PHYSICS","$2000","Electromotive force, or EMF, is energy put out per unit of charge put in; this is its basic unit of measure","the volt"
5225,2007-05-04,Double Jeopardy!,"FIRST NAMES","$2000","First name of pollster Gallup & 19th century U.S. VP Clinton","George"
5225,2007-05-04,Double Jeopardy!,"AT THE MOVIES","$2000","He won a 1990 Oscar not for acting but for directing ""Dances with Wolves""","Kevin Costner"
5225,2007-05-04,Double Jeopardy!,"YOU GET A D MINUS","$2000","A vertical blade that steers a ship sets one D adrift & acts more discourteous","rudder & ruder"
5225,2007-05-04,Double Jeopardy!,"BIG MEN ON CAMPUS","$2000","This Quebecois began teaching law at the University of Montreal in 1961 & became Canada's P.M. 7 years later","Pierre Elliott Trudeau"
5225,2007-05-04,Double Jeopardy!,"FAMOUS TROJANS","$2000","The rose seen <a href=""http://www.j-archive.com/media/2007-05-04_DJ_05.jpg"" target=""_blank"">here</a> shares its name with this Trojan woman, who deserted her lover for Diomedes","Cressida"
5225,2007-05-04,Final Jeopardy!,"FRENCH ARTISTS","None","In 1887 this artist tried living in Panama & worked on the canal before the U.S. got involved","Paul Gauguin"
3885,2001-06-22,Jeopardy!,"EUROPEAN GEOGRAPHY","$100","Occupied by England, Scotland & Wales, it's Europe's largest island","(Great) Britain"
3885,2001-06-22,Jeopardy!,"ANIMALS OF BASEBALL","$100","You wouldn't let the Phillies’ Greg Luzinski, nicknamed this, into your China shop","""Bull"""
3885,2001-06-22,Jeopardy!,"HAPPY, SLAPPY OR PAPPY","$100","Disney dwarf","Happy"
3885,2001-06-22,Jeopardy!,"THE 1920s","$100","In 1928 Daniel Gerber introduced his new line of these to be sold through grocery stores","baby food"
3885,2001-06-22,Jeopardy!,"IN OTHER WORDS","$100","Every route goes in the direction of Italy's capital","all roads lead to Rome"
3885,2001-06-22,Jeopardy!,"JEOPARDY! PLACE","$100","(<a href=""http://www.j-archive.com/media/2001-06-22_J_26.mp3"">Johnny Gilbert reads.</a>) Teri was seen at the airport by Misou, who was on her way to a shoot in this capital of Iran","Tehran"
3885,2001-06-22,Jeopardy!,"EUROPEAN GEOGRAPHY","$200","This high point seen <a href=""http://www.j-archive.com/media/2001-06-22_J_07.jpg"" target=""_blank"">here</a> has long peaked the interest of climbers","the Matterhorn"
3885,2001-06-22,Jeopardy!,"ANIMALS OF BASEBALL","$200","Bulldog of the mound seen <a href=""http://www.j-archive.com/media/2001-06-22_J_18.jpg"" target=""_blank"">here</a>","Orel Hershiser"
3885,2001-06-22,Jeopardy!,"HAPPY, SLAPPY OR PAPPY","$200","Popeye's “Poopdeck” relative","Pappy"
3885,2001-06-22,Jeopardy!,"THE 1920s","$200","This 1921 book by Edith M. Hull inspired the Rudolph Valentino film of the same name","The Shiek"
3885,2001-06-22,Jeopardy!,"IN OTHER WORDS","$200","It's impossible to instruct elderly canines in modern skills","you can't teach an old dog a new trick"
3885,2001-06-22,Jeopardy!,"JEOPARDY! PLACE","$200","(<a href=""http://www.j-archive.com/media/2001-06-22_J_27.mp3"">Johnny Gilbert reads.</a>) Drake revealing Emily didn't kill Carson, got her out of jail in time to see this team win the 2000 World Series","the New York Yankees"
3885,2001-06-22,Jeopardy!,"EUROPEAN GEOGRAPHY","$300","The Gulf of Corinth divides the mainland of this country into 2 uneven parts","Greece"
3885,2001-06-22,Jeopardy!,"ANIMALS OF BASEBALL","$300","Large deer that was the nickname of first baseman William Skowron","moose"
3885,2001-06-22,Jeopardy!,"HAPPY, SLAPPY OR PAPPY","$300","Comic White","Slappy White"
3885,2001-06-22,Jeopardy!,"THE 1920s","$300","The sides warring over this theory that took shape in the 19th c. were the modernists & the fundamentalists","evolution"
3885,2001-06-22,Jeopardy!,"IN OTHER WORDS","$300","An overabundance of chefs ruins one's soup stock","too many cooks spoil the broth"
3885,2001-06-22,Jeopardy!,"EUROPEAN GEOGRAPHY","$400","Flowing nearly 2,200 miles, this longest river of Europe begins in the Valdai Hills of Russia","Volga"
3885,2001-06-22,Jeopardy!,"ANIMALS OF BASEBALL","$400","Dodger Ron Cey's waddling gait earned him this handle","""The Penguin"""
3885,2001-06-22,Jeopardy!,"HAPPY, SLAPPY OR PAPPY","$400","Elder Yokum","Pappy"
3885,2001-06-22,Jeopardy!,"THE 1920s","$500","Warren Harding was heard on the radio June 14, 1922 dedicating a Francis Scott Key memorial in this city","Baltimore"
3885,2001-06-22,Jeopardy!,"IN OTHER WORDS","$400","One malus pumila per 24 hours precludes a medical professional's visit","an apple a day keeps the doctor away"
3885,2001-06-22,Jeopardy!,"EUROPEAN GEOGRAPHY","$500","This peninsula accounts for nearly 70 percent of Denmark's land area","Jutland"
3885,2001-06-22,Jeopardy!,"ANIMALS OF BASEBALL","$500","This '70s Tigers pitcher known for talking to the ball was nicknamed “The Bird”","Mark Fidrych"
3885,2001-06-22,Jeopardy!,"HAPPY, SLAPPY OR PAPPY","$500","Rockefeller wife","Happy"
3885,2001-06-22,Jeopardy!,"THE 1920s","$500","This name that Goodrich used for its galoshes with slide fasteners became a generic term for the fasteners","zipper"
3885,2001-06-22,Jeopardy!,"IN OTHER WORDS","$500","Ancient warriors fail to perish, but dematerialize instead","old soldiers never die, they just fade away"
3885,2001-06-22,Jeopardy!,"JEOPARDY! PLACE","$500","(<a href=""http://www.j-archive.com/media/2001-06-22_J_28.mp3"">Johnny Gilbert reads.</a>) While Benny's out, Carson cuts his bindings with one of these knives that attach to the front of a rifle","a bayonet"
3885,2001-06-22,Double Jeopardy!,"CONSTELLATIONS","$200","This hunter's dogs Canis Major & Canis Minor are positioned at his heels","Orion"
3885,2001-06-22,Double Jeopardy!,"A TIM BURTON FILM FESTIVAL","$200","Tim Burton worked with this star on 3 films, including “Batman Returns” & “Beetlejuice”","(Michael) Keaton"
3885,2001-06-22,Double Jeopardy!,"PURR-FECT BOOKS","$200","This Beverly Cleary tale shares its name with a recent White House cat","Socks"
3885,2001-06-22,Double Jeopardy!,"NOTORIOUS","$200","In the late '60s <a href=""http://www.j-archive.com/media/2001-06-22_DJ_05.jpg"" target=""_blank"">this</a> man's “family” lived for a time on the Spahn Movie Ranch near Los Angeles","Charles Manson"
3885,2001-06-22,Double Jeopardy!,"SECRETARIES OF DEFENSE","$200","Dick Cheney","Bush"
3885,2001-06-22,Double Jeopardy!,"“WH”AT IS IT?","$200","In a song from “Snow White”, it's what you do “while you work”","whistle"
3885,2001-06-22,Double Jeopardy!,"CONSTELLATIONS","$400","Sagitta, which represents this item, landed in the sky, not far from Satittarius himself","arrow"
3885,2001-06-22,Double Jeopardy!,"A TIM BURTON FILM FESTIVAL","$400","In 2001 Tim shot a film based on this 1968 sci-fi classic that starred Roddy McDowall","Planet of the Apes"
3885,2001-06-22,Double Jeopardy!,"PURR-FECT BOOKS","$400","In 1958 Dr. Seuss wrote this sequel","The Cat in the Hat Comes Back"
